hg19.knownGene.name	hg19.knownGene.chrom	hg19.knownGene.strand	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownToLocusLink.value	hg19.knownToEnsembl.value	hg19.kgXref.geneSymbol
uc001agk.3	chr1	+	1550794	1565990	142678	ENST00000357210	MIB2
uc001agm.3	chr1	+	1551244	1565990	142678	ENST00000487053	MIB2
uc010nyq.2	chr1	+	1551689	1565990	142678	ENST00000504599	MIB2
uc009vkh.3	chr1	+	1559153	1565990	142678	ENST00000360522	MIB2
uc001agn.3	chr1	+	1560370	1565990	142678	ENST00000378710	MIB2
uc001ago.3	chr1	+	1564485	1565990	142678	ENST00000511910	MIB2
uc009vkj.2	chr1	-	1571099	1576737	984	ENST00000341832	CDK11B
uc010nyr.1	chr1	-	1577746	1580625	984	ENST00000341832	CDK11B
uc001ahj.4	chr1	-	1634169	1639684	728642	ENST00000356200	CDK11A
uc009vkp.3	chr1	-	1634169	1640391	728642	ENST00000356200	CDK11A
uc009vkq.3	chr1	-	1634169	1640391	728642	ENST00000598846	CDK11A
uc001ags.1	chr1	-	1571099	1647917	984	ENST00000341832	CDK11B
uc001agt.1	chr1	-	1571099	1647917	984	ENST00000341832	CDK11B
uc001ahu.1	chr1	-	1647784	1655471	984	ENST00000479362	CDK11B
uc001ahv.1	chr1	-	1647784	1655471	984	ENST00000479362	CDK11B
uc001aht.1	chr1	-	1640956	1655543	728642	ENST00000509982	CDK11A
uc001ahw.1	chr1	-	1647784	1655543	984	ENST00000479362	CDK11B
uc001aha.1	chr1	-	1571099	1655775	984	ENST00000341832	CDK11B
uc001agw.1	chr1	-	1571099	1655775	984	ENST00000341832	CDK11B
uc001agv.1	chr1	-	1571099	1655775	984	ENST00000341832	CDK11B
uc001agy.1	chr1	-	1571099	1655775	984	ENST00000341832	CDK11B
uc001agx.1	chr1	-	1571099	1655775	984	ENST00000341832	CDK11B
uc001agz.1	chr1	-	1571099	1655775	984	ENST00000341832	CDK11B
uc009vkr.3	chr1	-	1634169	1655791	728642	ENST00000356200	CDK11A
uc009vks.3	chr1	-	1634169	1655791	728642	ENST00000356200	CDK11A
uc010nys.2	chr1	-	1635662	1655791	728642	ENST00000358779	CDK11A
uc010nyt.1	chr1	-	1635988	1655791	728642	ENST00000404249	CDK11A
uc010nyu.1	chr1	-	1637080	1655791	728642	ENST00000378635	CDK11A
uc009vkt.1	chr1	-	1640232	1655791	728642	ENST00000357760	CDK11A
uc009vku.1	chr1	-	1640232	1655791	728642	ENST00000378633	CDK11A
uc009vkv.1	chr1	-	1640232	1655791	728642	ENST00000378633	CDK11A
uc001aif.3	chr1	-	1716724	1822526	2782	ENST00000378609	GNB1
uc009vky.3	chr1	-	1716724	1822526	2782	ENST00000378609	GNB1
uc009vlb.3	chr1	+	2076795	2088167	5590	ENST00000503672	PRKCZ
uc001aiq.3	chr1	+	1981908	2116834	5590	ENST00000378567	PRKCZ
uc001air.3	chr1	+	2005085	2116834	5590	ENST00000400921	PRKCZ
uc010nyw.2	chr1	+	2005424	2116834	5590	ENST00000461106	PRKCZ
uc001ais.3	chr1	+	2036154	2116834	5590	ENST00000400920	PRKCZ
uc010nyx.2	chr1	+	2076795	2116834	5590	ENST00000479263	PRKCZ
uc001ait.3	chr1	+	2100286	2116834	5590	ENST00000505322	PRKCZ
uc001aja.4	chr1	+	2160133	2241652	6497	ENST00000378536	SKI
uc001ajg.3	chr1	-	2336240	2344010	5192	ENST00000288774	PEX10
uc001ajh.3	chr1	-	2336240	2344010	5192	ENST00000447513	PEX10
uc001ajn.3	chr1	-	2460183	2461684	388585	ENST00000378453	HES5
uc010nzc.1	chr1	+	2487804	2490438	8764	ENST00000442392	TNFRSF14
uc009vlf.1	chr1	+	2487804	2492974	8764	ENST00000496064	TNFRSF14
uc001ajt.1	chr1	+	2487804	2495188	8764	ENST00000463471	TNFRSF14
uc001ajr.3	chr1	+	2487804	2495267	8764	ENST00000355716	TNFRSF14
uc001ake.3	chr1	+	2985741	3355185	63976	ENST00000442529	PRDM16
uc001akf.3	chr1	+	2985741	3355185	63976	ENST00000441472	PRDM16
uc009vlh.3	chr1	+	2985741	3355185	63976	ENST00000441472	PRDM16
uc001akc.3	chr1	+	2985741	3355185	63976	ENST00000442529	PRDM16
uc009vll.3	chr1	+	3614609	3625098	7161	ENST00000604194	TP73
uc010nzj.2	chr1	+	3607235	3646315	7161	ENST00000603364	TP73
uc001akp.3	chr1	+	3569128	3652765	7161	ENST00000378295	TP73
uc021ofc.1	chr1	+	3569128	3652765	7161	ENST00000378295	TP73
uc021ofd.1	chr1	+	3569128	3652765	7161	ENST00000378295	TP73
uc021ofe.1	chr1	+	3569128	3652765	7161	ENST00000378295	TP73
uc021off.1	chr1	+	3569128	3652765	7161	ENST00000378295	TP73
uc021ofb.1	chr1	+	3569128	3652765	7161	ENST00000604074	TP73
uc001aks.3	chr1	+	3607235	3652765	7161	ENST00000378288	TP73
uc021ofg.1	chr1	+	3607235	3652765	7161	ENST00000378288	TP73
uc021ofh.1	chr1	+	3607235	3652765	7161	ENST00000378288	TP73
uc021ofi.1	chr1	+	3607235	3652765	7161	ENST00000378288	TP73
uc001akr.3	chr1	+	3607235	3652765	7161	ENST00000378288	TP73
uc009vlk.2	chr1	+	3607235	3652765	7161	ENST00000378288	TP73
uc010nzk.2	chr1	+	3614609	3652765	7161	ENST00000378288	TP73
uc010nzl.2	chr1	+	3644041	3652765	7161	ENST00000378288	TP73
uc009vln.1	chr1	+	3773844	3782564	1677	ENST00000338895	DFFB
uc001ala.1	chr1	+	3773844	3782962	1677	ENST00000341385	DFFB
uc009vlo.1	chr1	+	3773844	3783050	1677	ENST00000338895	DFFB
uc001alc.3	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc001ale.3	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc009vlp.3	chr1	+	3773844	3801993	1677	ENST00000491998	DFFB
uc001alb.3	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc010nzn.2	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc009vlq.3	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc009vlr.3	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc001ald.3	chr1	+	3773844	3801993	1677	ENST00000378209	DFFB
uc001alu.3	chr1	+	6086072	6158621	8514	ENST00000602612	KCNAB2
uc009vlv.2	chr1	+	6052357	6161253	8514	ENST00000378097	KCNAB2
uc001alv.2	chr1	+	6086072	6161253	8514	ENST00000378097	KCNAB2
uc001alw.2	chr1	+	6086072	6161253	8514	ENST00000378097	KCNAB2
uc001alx.2	chr1	+	6094347	6161253	8514	ENST00000164247	KCNAB2
uc001aly.2	chr1	+	6105980	6161253	8514	ENST00000378083	KCNAB2
uc009vlw.2	chr1	+	6105980	6161253	8514	ENST00000378083	KCNAB2
uc001amk.3	chr1	-	6281252	6296044	23463	ENST00000343813	ICMT
uc001aml.3	chr1	-	6281252	6296044	23463	ENST00000343813	ICMT
uc001amy.3	chr1	+	6484847	6521004	83715	ENST00000377828	ESPN
uc001amz.3	chr1	+	6508102	6521004	83715	ENST00000461727	ESPN
uc031pla.1	chr1	-	6521213	6523682	8718	ENST00000473343	TNFRSF25
uc001anf.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001ang.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001anh.3	chr1	-	6521213	6526255	8718	ENST00000377782	TNFRSF25
uc001ana.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001anb.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001anc.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001and.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc009vlz.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001ane.3	chr1	-	6521213	6526255	8718	ENST00000356876	TNFRSF25
uc001ani.1	chr1	-	6524170	6526255	8718	ENST00000453341	TNFRSF25
uc001aon.3	chr1	+	7844379	7864018	8863	ENST00000377541	PER3
uc009vmg.1	chr1	+	7844439	7890221	8863	ENST00000377532	PER3
uc009vmh.1	chr1	+	7844713	7890221	8863	ENST00000377532	PER3
uc001aoo.3	chr1	+	7844713	7905237	8863	ENST00000377532	PER3
uc001aop.3	chr1	+	7844713	7905237	8863	ENST00000377532	PER3
uc010nzw.2	chr1	+	7844713	7905237	8863	ENST00000377532	PER3
uc001aor.3	chr1	-	7907671	7913178	10911	ENST00000361696	UTS2
uc001aos.3	chr1	-	7907671	7913565	10911	ENST00000377516	UTS2
uc001aoq.3	chr1	-	7903142	7973294	10911	ENST00000377516	UTS2
uc001aot.3	chr1	-	7975930	8003225	3604	ENST00000377507	TNFRSF9
uc001aou.4	chr1	+	8021713	8045342	11315	ENST00000338639	PARK7
uc001aox.4	chr1	+	8021713	8045342	11315	ENST00000338639	PARK7
uc001aov.4	chr1	+	8021713	8045342	11315	ENST00000338639	PARK7
uc001apa.1	chr1	-	8073486	8075752	54206	ENST00000467067	ERRFI1
uc001aoz.3	chr1	-	8071778	8086393	54206	ENST00000377482	ERRFI1
uc001api.2	chr1	-	8921058	8931635	2023	ENST00000464920	ENO1
uc001apj.2	chr1	-	8921058	8939151	2023	ENST00000234590	ENO1
uc009vml.2	chr1	-	8923172	8939151	2023	ENST00000234590	ENO1
uc009vmm.3	chr1	-	8931005	8939151	2023	ENST00000492343	ENO1
uc010oae.2	chr1	+	9352940	9429590	80176	ENST00000328089	SPSB1
uc001apv.3	chr1	+	9415765	9429590	80176	ENST00000328089	SPSB1
uc001aqa.2	chr1	+	9711789	9775827	5293	ENST00000361110	PIK3CD
uc001aqb.4	chr1	+	9711789	9789172	5293	ENST00000536656	PIK3CD
uc021ogb.1	chr1	+	9751524	9789172	5293	ENST00000536656	PIK3CD
uc010oaf.2	chr1	+	9751524	9789172	5293	ENST00000536656	PIK3CD
uc001aqe.4	chr1	+	9770162	9789172	5293	ENST00000536656	PIK3CD
uc001aqk.1	chr1	-	9908333	9970316	56998	ENST00000377263	CTNNBIP1
uc001aql.1	chr1	-	9908333	9970316	56998	ENST00000377263	CTNNBIP1
uc001aqp.3	chr1	+	10003485	10045556	64802	ENST00000377205	NMNAT1
uc001aqs.4	chr1	+	10093040	10241296	10277	ENST00000377157	UBE4B
uc001aqr.4	chr1	+	10093040	10241296	10277	ENST00000377157	UBE4B
uc021ogc.1	chr1	+	10093040	10241296	10277	ENST00000377157	UBE4B
uc010oai.2	chr1	+	10093040	10241296	10277	ENST00000377157	UBE4B
uc010oaj.2	chr1	+	10093040	10241296	10277	ENST00000377157	UBE4B
uc001aqu.3	chr1	+	10231013	10241296	10277	ENST00000343090	UBE4B
uc001ari.4	chr1	+	10509775	10512060	1325	ENST00000377049	CORT
uc001arj.3	chr1	-	10520602	10532613	1676	ENST00000377038	DFFA
uc001ark.3	chr1	-	10520602	10532613	1676	ENST00000377038	DFFA
uc001art.3	chr1	+	11072678	11085549	23435	ENST00000240185	TARDBP
uc010oap.2	chr1	+	11072678	11085549	23435	ENST00000240185	TARDBP
uc001aru.3	chr1	-	11086579	11107296	10747	ENST00000400897	MASP2
uc001arv.3	chr1	-	11104854	11107296	10747	ENST00000400898	MASP2
uc001arw.3	chr1	-	11104854	11107296	10747	ENST00000480221	MASP2
uc001arx.2	chr1	-	11105155	11107296	10747	ENST00000480221	MASP2
uc001asc.3	chr1	-	11166587	11191615	2475	ENST00000376838	MTOR
uc001asd.3	chr1	-	11166587	11322608	2475	ENST00000361445	MTOR
uc001aso.3	chr1	+	11724149	11734409	26270	ENST00000376753	FBXO6
uc001asp.3	chr1	-	11734536	11741495	10459	ENST00000235310	MAD2L2
uc009vnc.3	chr1	-	11734536	11751678	10459	ENST00000235310	MAD2L2
uc001asq.4	chr1	-	11734536	11751678	10459	ENST00000235310	MAD2L2
uc001ati.3	chr1	-	11905766	11907840	4878	ENST00000376480	NPPA
uc001atj.3	chr1	-	11917520	11918992	4879	ENST00000376468	NPPB
uc001atn.4	chr1	+	12040237	12073572	9927	ENST00000235329	MFN2
uc009vni.3	chr1	+	12040237	12073572	9927	ENST00000444836	MFN2
uc001atq.3	chr1	+	12123433	12204264	943	ENST00000263932	TNFRSF8
uc010obc.2	chr1	+	12123433	12204264	943	ENST00000263932	TNFRSF8
uc001atr.3	chr1	+	12185957	12204264	943	ENST00000413146	TNFRSF8
uc001ats.3	chr1	+	12185957	12204264	943	ENST00000413146	TNFRSF8
uc001att.3	chr1	+	12227059	12269277	7133	ENST00000376259	TNFRSF1B
uc001atu.3	chr1	+	12227059	12269277	7133	ENST00000492361	TNFRSF1B
uc009vnk.3	chr1	+	12227059	12269277	7133	ENST00000376259	TNFRSF1B
uc021ogk.1	chr1	+	14075855	14107358	7799	ENST00000311066	PRDM2
uc001avh.3	chr1	+	14031349	14114574	7799	ENST00000311066	PRDM2
uc001avk.3	chr1	+	14075855	14114574	7799	ENST00000311066	PRDM2
uc001avg.3	chr1	+	14026734	14151574	7799	ENST00000376048	PRDM2
uc001avi.3	chr1	+	14031349	14151574	7799	ENST00000235372	PRDM2
uc009voe.3	chr1	+	14075855	14151574	7799	ENST00000235372	PRDM2
uc009vof.3	chr1	+	14075855	14151574	7799	ENST00000235372	PRDM2
uc001awh.2	chr1	+	15736390	15756839	79180	ENST00000375980	EFHD2
uc001awm.2	chr1	-	15817323	15850940	842	ENST00000546424	CASP9
uc001awp.4	chr1	-	15817895	15850940	842	ENST00000546424	CASP9
uc001awn.4	chr1	-	15817895	15850940	842	ENST00000546424	CASP9
uc009voi.4	chr1	-	15817895	15850940	842	ENST00000546424	CASP9
uc001awo.4	chr1	-	15817895	15850940	842	ENST00000546424	CASP9
uc010obm.3	chr1	-	15817895	15851285	842	ENST00000546424	CASP9
uc010obn.2	chr1	+	15986363	15988217	6248	ENST00000345034	RSC1A1
uc001axk.1	chr1	+	16174358	16266950	23013	ENST00000375759	SPEN
uc010obp.1	chr1	+	16200609	16266950	23013	ENST00000375759	SPEN
uc001axl.4	chr1	-	16268363	16302627	7709	ENST00000375733	ZBTB17
uc010obq.2	chr1	-	16268363	16302627	7709	ENST00000375733	ZBTB17
uc010obr.2	chr1	-	16268363	16302627	7709	ENST00000375733	ZBTB17
uc010obs.2	chr1	-	16268363	16302627	7709	ENST00000375733	ZBTB17
uc010obt.1	chr1	-	16270321	16302627	7709	ENST00000448462	ZBTB17
uc010obu.2	chr1	-	16270364	16302627	7709	ENST00000448462	ZBTB17
uc009vom.1	chr1	-	16271431	16302627	7709	ENST00000375733	ZBTB17
uc010obv.1	chr1	-	16272256	16302627	7709	ENST00000479282	ZBTB17
uc009von.1	chr1	-	16274237	16302627	7709	ENST00000375733	ZBTB17
uc001aya.2	chr1	-	16450831	16482582	1969	ENST00000358432	EPHA2
uc010oca.2	chr1	-	16462083	16482582	1969	ENST00000358432	EPHA2
uc009voo.2	chr1	-	16524598	16533705	128272	ENST00000270747	ARHGEF19
uc001ayc.1	chr1	-	16524598	16539104	128272	ENST00000270747	ARHGEF19
uc009voy.1	chr1	+	17066767	17267729	9696	ENST00000466256	CROCC
uc009voz.1	chr1	+	17249157	17280852	9696	ENST00000375541	CROCC
uc001azt.2	chr1	+	17248444	17299474	9696	ENST00000375541	CROCC
uc001azu.2	chr1	+	17266388	17299474	9696	ENST00000375541	CROCC
uc001azv.2	chr1	+	17294697	17299474	9696	ENST00000375541	CROCC
uc001bae.3	chr1	-	17345224	17380665	6390	ENST00000375499	SDHB
uc001bah.1	chr1	+	17531620	17572501	29943	ENST00000375471	PADI1
uc010oco.1	chr1	+	17559775	17572501	29943	ENST00000375471	PADI1
uc010ocp.1	chr1	+	17559775	17572501	29943	ENST00000375471	PADI1
uc010ocq.1	chr1	+	17559775	17572501	29943	ENST00000375471	PADI1
uc009vpb.1	chr1	+	17566189	17572501	29943	ENST00000460293	PADI1
uc001bai.3	chr1	+	17575592	17610727	51702	ENST00000375460	PADI3
uc009vpc.2	chr1	+	17634689	17674911	23569	ENST00000375448	PADI4
uc001baj.2	chr1	+	17634689	17690495	23569	ENST00000375448	PADI4
uc001bay.3	chr1	+	18957499	19062632	5081	ENST00000375375	PAX7
uc001baz.3	chr1	+	18957499	19062632	5081	ENST00000375375	PAX7
uc010oct.2	chr1	+	18957499	19075360	5081	ENST00000420770	PAX7
uc001bbs.3	chr1	+	19578074	19586622	51154	ENST00000330263	MRTO4
uc010ocz.2	chr1	-	19665266	19811201	832	ENST00000401084	CAPZB
uc021ohr.1	chr1	-	19665266	19812066	832	ENST00000401084	CAPZB
uc001bce.3	chr1	-	19665266	19812066	832	ENST00000401084	CAPZB
uc009vpk.3	chr1	-	19665266	19812066	832	ENST00000264203	CAPZB
uc001bdi.4	chr1	-	20825940	20834674	79594	ENST00000264198	MUL1
uc001bdm.3	chr1	+	20959947	20978004	65018	ENST00000321556	PINK1
uc001bdn.3	chr1	+	20972000	20978004	65018	ENST00000400490	PINK1
uc010odi.2	chr1	-	21132784	21299592	8672	ENST00000264211	EIF4G3
uc010odj.2	chr1	-	21132784	21377487	8672	ENST00000264211	EIF4G3
uc009vpz.3	chr1	-	21132784	21377487	8672	ENST00000264211	EIF4G3
uc001beg.3	chr1	-	21267737	21377487	8672	ENST00000356916	EIF4G3
uc010odk.2	chr1	-	21267737	21415706	8672	ENST00000356916	EIF4G3
uc001bec.3	chr1	-	21132784	21437876	8672	ENST00000264211	EIF4G3
uc001beh.3	chr1	-	21267737	21501251	8672	ENST00000356916	EIF4G3
uc001bef.3	chr1	-	21132784	21503381	8672	ENST00000602326	EIF4G3
uc001bee.3	chr1	-	21132784	21503381	8672	ENST00000602326	EIF4G3
uc001bej.2	chr1	-	21543739	21606183	1889	ENST00000415912	ECE1
uc001bei.2	chr1	-	21543739	21616766	1889	ENST00000415912	ECE1
uc001bek.2	chr1	-	21543739	21616982	1889	ENST00000415912	ECE1
uc010odl.1	chr1	-	21543739	21616982	1889	ENST00000415912	ECE1
uc009vqa.1	chr1	-	21559597	21616982	1889	ENST00000526194	ECE1
uc001bem.2	chr1	-	21543739	21672034	1889	ENST00000415912	ECE1
uc001bet.3	chr1	+	21835857	21904905	249	ENST00000374840	ALPL
uc010odo.2	chr1	+	21835857	21904905	249	ENST00000540617	ALPL
uc010odp.2	chr1	+	21835857	21904905	249	ENST00000539907	ALPL
uc010odn.2	chr1	+	21835857	21904905	249	ENST00000374840	ALPL
uc001beu.4	chr1	+	21877771	21904905	249	ENST00000374840	ALPL
uc001bev.3	chr1	-	21922707	21946543	5909	ENST00000495204	RAP1GAP
uc001bez.1	chr1	-	21943798	21949011	5909	ENST00000599760	RAP1GAP
uc001bew.3	chr1	-	21922707	21978348	5909	ENST00000290101	RAP1GAP
uc001bey.3	chr1	-	21922707	21995856	5909	ENST00000542643	RAP1GAP
uc001bex.3	chr1	-	21922707	21995856	5909	ENST00000374765	RAP1GAP
uc001bfi.3	chr1	-	22148736	22157206	3339	ENST00000486901	HSPG2
uc009vqe.1	chr1	-	22213707	22222803	3339	ENST00000374695	HSPG2
uc001bfj.3	chr1	-	22148736	22263750	3339	ENST00000374695	HSPG2
uc009vqd.3	chr1	-	22148736	22263750	3339	ENST00000374695	HSPG2
uc009vqg.1	chr1	+	22379119	22413359	998	ENST00000344548	CDC42
uc001bfp.3	chr1	+	22379119	22417296	998	ENST00000315554	CDC42
uc001bfq.3	chr1	+	22379119	22419436	998	ENST00000344548	CDC42
uc001bfr.3	chr1	+	22379119	22419436	998	ENST00000400259	CDC42
uc010odr.2	chr1	+	22379119	22419436	998	ENST00000400259	CDC42
uc010ods.2	chr1	+	22379119	22419436	998	ENST00000400259	CDC42
uc009vqh.3	chr1	+	22379119	22419436	998	ENST00000400259	CDC42
uc001bfs.4	chr1	-	22443797	22469519	54361	ENST00000290167	WNT4
uc010odt.2	chr1	-	22443797	22470385	54361	ENST00000542383	WNT4
uc001bfw.3	chr1	+	22890003	22916112	2046	ENST00000374644	EPHA8
uc001bfx.1	chr1	+	22890003	22930087	2046	ENST00000166244	EPHA8
uc009vqj.1	chr1	+	23037330	23241082	2048	ENST00000400191	EPHB2
uc001bge.3	chr1	+	23037330	23241823	2048	ENST00000400191	EPHB2
uc001bgf.3	chr1	+	23037330	23241823	2048	ENST00000400191	EPHB2
uc010odu.2	chr1	+	23037331	23241823	2048	ENST00000400191	EPHB2
uc001bgj.2	chr1	+	23345940	23410184	23028	ENST00000400181	KDM1A
uc001bgi.2	chr1	+	23345940	23410184	23028	ENST00000356634	KDM1A
uc001bgy.1	chr1	-	23755055	23763170	55616	ENST00000495646	ASAP3
uc010odz.1	chr1	-	23755055	23810677	55616	ENST00000336689	ASAP3
uc001bha.2	chr1	-	23755055	23810750	55616	ENST00000336689	ASAP3
uc010oea.1	chr1	-	23755055	23810750	55616	ENST00000336689	ASAP3
uc001bhc.1	chr1	-	23768993	23811057	55616	ENST00000336689	ASAP3
uc001bhe.2	chr1	-	23832919	23857712	1870	ENST00000361729	E2F2
uc001bhh.4	chr1	-	23884420	23886285	3399	ENST00000374561	ID3
uc001bhl.3	chr1	+	24018268	24022915	6135	ENST00000374550	RPL11
uc001bhk.3	chr1	+	24018268	24022915	6135	ENST00000374550	RPL11
uc001bho.3	chr1	+	24069855	24088549	6924	ENST00000418390	TCEB3
uc021oij.1	chr1	-	24201024	24202107	n/a	n/a	CNR2
uc001bif.3	chr1	-	24200459	24239817	1269	ENST00000374472	CNR2
uc010oeg.1	chr1	-	24446260	24463799	58985	ENST00000270800	IL22RA1
uc001biq.2	chr1	-	24446260	24469775	58985	ENST00000270800	IL22RA1
uc009vrb.2	chr1	-	24446260	24469775	58985	ENST00000270800	IL22RA1
uc010oeh.2	chr1	-	24446260	24469775	58985	ENST00000270800	IL22RA1
uc001bir.3	chr1	-	24480646	24513765	163702	ENST00000327535	IFNLR1
uc001bis.3	chr1	-	24480646	24513765	163702	ENST00000327535	IFNLR1
uc001bit.3	chr1	-	24480646	24513765	163702	ENST00000327535	IFNLR1
uc001biu.3	chr1	-	24480646	24513765	163702	ENST00000327535	IFNLR1
uc001biv.3	chr1	-	24487867	24513765	163702	ENST00000374418	IFNLR1
uc001bjq.3	chr1	-	25226001	25256770	864	ENST00000308873	RUNX3
uc010oen.2	chr1	-	25226001	25256770	864	ENST00000308873	RUNX3
uc009vrj.3	chr1	-	25226001	25291475	864	ENST00000399916	RUNX3
uc001bjr.3	chr1	-	25226001	25291501	864	ENST00000399916	RUNX3
uc009vrk.3	chr1	-	25255175	25291501	864	ENST00000399916	RUNX3
uc009vrl.1	chr1	-	25256077	25291612	864	ENST00000338888	RUNX3
uc001bky.3	chr1	-	26210676	26219098	3925	ENST00000513116	STMN1
uc001bkz.3	chr1	-	26226606	26232644	3925	ENST00000399728	STMN1
uc010oev.2	chr1	-	26210676	26232993	3925	ENST00000513116	STMN1
uc001bla.3	chr1	-	26226606	26232993	3925	ENST00000455785	STMN1
uc001blb.3	chr1	-	26226606	26232993	3925	ENST00000455785	STMN1
uc001blc.3	chr1	-	26226606	26233368	3925	ENST00000455785	STMN1
uc001blf.3	chr1	+	26348270	26362954	2134	ENST00000374280	EXTL1
uc001bli.2	chr1	-	26377795	26394125	84676	ENST00000374272	TRIM63
uc010oew.2	chr1	+	26437655	26452039	149420	ENST00000374271	PDIK1L
uc001blj.4	chr1	+	26438267	26452039	149420	ENST00000374271	PDIK1L
uc009vsb.3	chr1	+	26438267	26452039	149420	ENST00000374271	PDIK1L
uc010oex.1	chr1	+	26503980	26511677	10256	ENST00000361530	CNKSR1
uc001blm.4	chr1	+	26503980	26516375	10256	ENST00000361530	CNKSR1
uc001bln.4	chr1	+	26503980	26516375	10256	ENST00000374253	CNKSR1
uc009vsd.3	chr1	+	26503980	26516375	10256	ENST00000361530	CNKSR1
uc009vse.3	chr1	+	26503981	26516375	10256	ENST00000361530	CNKSR1
uc001blr.3	chr1	+	26560692	26605298	64793	ENST00000252992	CEP85
uc001bls.1	chr1	+	26560692	26605299	64793	ENST00000252992	CEP85
uc010ofa.1	chr1	+	26560692	26605299	64793	ENST00000252992	CEP85
uc001blt.1	chr1	+	26595780	26605299	64793	ENST00000469609	CEP85
uc001bmp.4	chr1	+	26798901	26803133	3151	ENST00000361427	HMGN2
uc010off.1	chr1	+	26869652	26898724	6195	ENST00000531113	RPS6KA1
uc001bmr.1	chr1	+	26856248	26901520	6195	ENST00000374168	RPS6KA1
uc010ofe.1	chr1	+	26857818	26901520	6195	ENST00000374168	RPS6KA1
uc001bms.1	chr1	+	26872342	26901520	6195	ENST00000374163	RPS6KA1
uc009vsl.1	chr1	+	26872342	26901520	6195	ENST00000374163	RPS6KA1
uc010ofi.1	chr1	-	27189786	27190449	n/a	n/a	SFN
uc001bnc.1	chr1	+	27189632	27190947	2810	ENST00000339276	SFN
uc001bnf.3	chr1	-	27237974	27240567	8431	ENST00000254227	NR0B2
uc001bng.2	chr1	+	27248212	27273362	10726	ENST00000321265	NUDC
uc001bnl.3	chr1	-	27425299	27430513	6548	ENST00000374089	SLC9A1
uc001bnm.4	chr1	-	27425299	27481621	6548	ENST00000263980	SLC9A1
uc010ofk.3	chr1	-	27425299	27481621	6548	ENST00000263980	SLC9A1
