Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Molecular_Function_2018	cyclic-nucleotide phosphodiesterase activity (GO:0004112)	1/11	0.04102484852978195	0.15736360722362575	0.05881363790559297	0.2345608649111514	-3.5543862489638967	11.351207361530607	PDE5A
GO_Molecular_Function_2018	ubiquitin protein ligase binding (GO:0031625)	6/285	0.0007532233736161067	0.029187405727624165	0.00332090330305789	0.12036747783803728	-1.5659150892945002	11.26072830448771	CD40;CBS;SYT11;CALR;SCN5A;FHIT
GO_Molecular_Function_2018	hyalurononglucosaminidase activity (GO:0004415)	1/7	0.026302573963927767	0.15736360722362575	0.03959707479143546	0.2345608649111514	-2.8636625534440263	10.418257732650883	HYAL2
GO_Molecular_Function_2018	cGMP binding (GO:0030553)	1/11	0.04102484852978195	0.15736360722362575	0.05881363790559297	0.2345608649111514	-3.202959160444549	10.228897777026416	PDE5A
GO_Molecular_Function_2018	3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	1/12	0.04467095946993247	0.15736360722362575	0.0635584279114088	0.2345608649111514	-3.013873270899017	9.368419108901296	PDE5A
GO_Molecular_Function_2018	satellite DNA binding (GO:0003696)	1/8	0.030003919656042956	0.15736360722362575	0.0444370582537372	0.2345608649111514	-2.666783818702831	9.3508834535006	HEY1
GO_Molecular_Function_2018	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	1/9	0.03369137974493624	0.15736360722362575	0.04925306890946388	0.2345608649111514	-2.614728324076671	8.865271075686262	KCNJ3
GO_Molecular_Function_2018	leucine zipper domain binding (GO:0043522)	1/11	0.04102484852978195	0.15736360722362575	0.05881363790559297	0.2345608649111514	-2.6954554254051017	8.608145351804392	CRX
GO_Molecular_Function_2018	death domain binding (GO:0070513)	1/11	0.04102484852978195	0.15736360722362575	0.05881363790559297	0.2345608649111514	-2.665373869493526	8.512077576669004	TRADD
GO_Molecular_Function_2018	RNA polymerase I activity (GO:0001054)	1/13	0.048303389281318575	0.15929841145966775	0.0682797084377872	0.23473233240582067	-2.7178641595901882	8.235817516193984	POLR1B
GO_Molecular_Function_2018	sodium channel activity (GO:0005272)	2/41	0.010617779685151993	0.11755398937132568	0.019720922145625586	0.21833878089799755	-1.7834807563011017	8.10632195230516	CACNA1I;SCN5A
GO_Molecular_Function_2018	hexosaminidase activity (GO:0015929)	1/12	0.04467095946993247	0.15736360722362575	0.0635584279114088	0.2345608649111514	-2.598995114264287	8.078798709791696	HYAL2
GO_Molecular_Function_2018	G-protein activated inward rectifier potassium channel activity (GO:0015467)	1/11	0.04102484852978195	0.15736360722362575	0.05881363790559297	0.2345608649111514	-2.4112875665602176	7.700633318701428	KCNJ3
GO_Molecular_Function_2018	translation factor activity, RNA binding (GO:0008135)	3/68	0.0022132253385942465	0.051745244124667654	0.005435950612040394	0.12036747783803728	-1.227700165219801	7.5053048196551995	EIF2B3;EIF4G2;EIF3B
GO_Molecular_Function_2018	galanin receptor activity (GO:0004966)	1/12	0.04467095946993247	0.15736360722362575	0.0635584279114088	0.2345608649111514	-2.3855394708274553	7.415286428706324	GAL
GO_Molecular_Function_2018	carboxylic acid binding (GO:0031406)	2/35	0.007818258252998807	0.10098583576790132	0.014827397875890855	0.20893151552391656	-1.51818562663595	7.365164030453675	C1QBP;HYAL2
GO_Molecular_Function_2018	LRR domain binding (GO:0030275)	1/15	0.05552740795909394	0.16076245831603997	0.0776521983164513	0.24499022859002373	-2.5269875148005005	7.3052139850322915	CRX
GO_Molecular_Function_2018	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	1/13	0.048303389281318575	0.15929841145966775	0.0682797084377872	0.23473233240582067	-2.3799723105605635	7.211919541382412	KCNJ3
GO_Molecular_Function_2018	nucleotide diphosphatase activity (GO:0004551)	1/12	0.04467095946993247	0.15736360722362575	0.0635584279114088	0.2345608649111514	-2.31817553685483	7.205890243281562	FHIT
GO_Molecular_Function_2018	neuropeptide receptor binding (GO:0071855)	1/12	0.04467095946993247	0.15736360722362575	0.0635584279114088	0.2345608649111514	-2.3176445302907682	7.204239645663624	GAL
GO_Molecular_Function_2018	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)	1/13	0.048303389281318575	0.15929841145966775	0.0682797084377872	0.23473233240582067	-2.368120774823582	7.176006383150416	AIFM1
GO_Molecular_Function_2018	Toll-like receptor binding (GO:0035325)	1/10	0.03736500563219562	0.15736360722362575	0.05404522342319743	0.2345608649111514	-2.1098027594111577	6.934965323829322	TLR1
GO_Molecular_Function_2018	hormone receptor binding (GO:0051427)	2/41	0.010617779685151993	0.11755398937132568	0.019720922145625586	0.21833878089799755	-1.5076215371005446	6.852479634999156	MYOD1;CRX
GO_Molecular_Function_2018	nitric-oxide synthase binding (GO:0050998)	1/12	0.04467095946993247	0.15736360722362575	0.0635584279114088	0.2345608649111514	-2.1555678148471804	6.700435251254985	SCN5A
GO_Molecular_Function_2018	peptidase activity, acting on L-amino acid peptides (GO:0070011)	3/186	0.03392758300443356	0.15736360722362575	0.06966249864946933	0.23473233240582067	-1.9431945034928	6.5748509473465475	MME;ADAM10;CTSG
GO_Molecular_Function_2018	protein kinase binding (GO:0019901)	7/496	0.0027671836672769805	0.0524992647899005	0.012720135108605481	0.19716209418338493	-1.0861815351543445	6.3975279985204185	DBF4;CAV2;CEP152;ADAM10;SCN5A;MAPK8IP2;MAP3K12
GO_Molecular_Function_2018	nuclear hormone receptor binding (GO:0035257)	2/57	0.01987515437127772	0.15736360722362575	0.035506549585794876	0.2345608649111514	-1.612027776964975	6.316384018459188	MYOD1;CRX
GO_Molecular_Function_2018	calcium-dependent phospholipid binding (GO:0005544)	2/48	0.014358438945725565	0.14837053577249748	0.026161061994121958	0.2345608649111514	-1.4622298426568252	6.204851600683491	SYT1;SYT11
GO_Molecular_Function_2018	type I interferon receptor binding (GO:0005132)	1/17	0.06269730757220363	0.1675531495464062	0.08693201659645994	0.24499022859002373	-2.2196453064028088	6.14716733611684	IFNA5
GO_Molecular_Function_2018	phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	2/69	0.028375916313392348	0.15736360722362575	0.049640371994631956	0.2345608649111514	-1.7158039450575533	6.112061710632902	CD86;CD80
GO_Molecular_Function_2018	1-phosphatidylinositol binding (GO:0005545)	1/15	0.05552740795909394	0.16076245831603997	0.0776521983164513	0.24499022859002373	-2.114102743214088	6.111614258110789	SYT1
GO_Molecular_Function_2018	adrenergic receptor binding (GO:0031690)	1/16	0.05911909757428568	0.16076245831603997	0.08230363493012995	0.24499022859002373	-2.13798041586968	6.046638920478692	C1QBP
GO_Molecular_Function_2018	ankyrin binding (GO:0030506)	1/19	0.06981348820106047	0.18035151118607287	0.09612006366109224	0.25687258392188445	-2.2115017656127822	5.88685857627169	SCN5A
GO_Molecular_Function_2018	RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	5/461	0.03096519435967526	0.15736360722362575	0.08464781627425307	0.24499022859002373	-1.6663117131886118	5.790252354951306	FOSL1;SOX3;MYOD1;CRX;NFATC3
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	4/281	0.02222941389108481	0.15736360722362575	0.055015565408956094	0.2345608649111514	-1.5183160677402907	5.779225536986983	FOSL1;GFI1;CRX;NFATC3
GO_Molecular_Function_2018	protein heterodimerization activity (GO:0046982)	4/266	0.01859630014633041	0.15736360722362575	0.04675202890805783	0.2345608649111514	-1.4355383393074732	5.720322601608408	TLR1;BNIP3L;MYOD1;TYR
GO_Molecular_Function_2018	core promoter proximal region sequence-specific DNA binding (GO:0000987)	4/279	0.02172171249040668	0.15736360722362575	0.05387045761762958	0.2345608649111514	-1.4913246869389725	5.710942798243981	FOSL1;MYOD1;CRX;NFATC3
GO_Molecular_Function_2018	syntaxin-1 binding (GO:0017075)	1/16	0.05911909757428568	0.16076245831603997	0.08230363493012995	0.24499022859002373	-2.0099848873737414	5.684641804646383	SYT1
GO_Molecular_Function_2018	metalloendopeptidase activity (GO:0004222)	2/66	0.026134187357595023	0.15736360722362575	0.04594019639109873	0.2345608649111514	-1.5108399443824263	5.5062727381139975	MME;ADAM10
GO_Molecular_Function_2018	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	1/21	0.07687634697237412	0.18597201669142757	0.10521723130226711	0.2577039668570064	-2.120158594676881	5.439387790292666	PDE5A
GO_Molecular_Function_2018	transforming growth factor beta binding (GO:0050431)	1/20	0.07335155810760344	0.18597201669142757	0.10067995200696263	0.2577039668570064	-1.993596237983912	5.208253291005947	HYAL2
GO_Molecular_Function_2018	adenylyltransferase activity (GO:0070566)	1/22	0.08038790398919778	0.18597201669142757	0.10973201169395119	0.2577039668570064	-1.9610221686989615	4.94352423799009	COASY
GO_Molecular_Function_2018	tumor necrosis factor-activated receptor activity (GO:0005031)	1/25	0.09084367314872144	0.19676730741493173	0.12314245297959645	0.2764283580265155	-2.005646785636813	4.810774719839394	CD40
GO_Molecular_Function_2018	neuropeptide hormone activity (GO:0005184)	1/27	0.09774892045774031	0.19676730741493173	0.13197224834814283	0.2764283580265155	-2.058095930575173	4.785799801836254	GAL
GO_Molecular_Function_2018	low-density lipoprotein particle receptor binding (GO:0050750)	1/21	0.07687634697237412	0.18597201669142757	0.10521723130226711	0.2577039668570064	-1.855043008017501	4.759218632800424	SYT1
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II core promoter sequence-specific (GO:0000983)	1/21	0.07687634697237412	0.18597201669142757	0.10521723130226711	0.2577039668570064	-1.8489959782418277	4.743704633040256	HEY1
GO_Molecular_Function_2018	ion channel activity (GO:0005216)	2/94	0.049771249390972466	0.16043897427856776	0.08418514169637459	0.24499022859002373	-1.577963528976225	4.734392037121335	CACNA1I;SCN5A
GO_Molecular_Function_2018	carboxy-lyase activity (GO:0016831)	1/27	0.09774892045774031	0.19676730741493173	0.13197224834814283	0.2764283580265155	-1.9934408913371016	4.6354540043559584	GAD1
GO_Molecular_Function_2018	phosphatidylinositol 3-kinase activity (GO:0035004)	2/77	0.03471230969163228	0.15736360722362575	0.060007914002048864	0.2345608649111514	-1.36700591878836	4.594043353343358	CD86;CD80
GO_Molecular_Function_2018	RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	4/263	0.017917557163134378	0.15736360722362575	0.04518948765829857	0.2345608649111514	-1.1397861667600602	4.584190555939948	FOSL1;MYOD1;CRX;NFATC3
GO_Molecular_Function_2018	inward rectifier potassium channel activity (GO:0005242)	1/22	0.08038790398919778	0.18597201669142757	0.10973201169395119	0.2577039668570064	-1.8100203339631131	4.562864986956281	KCNJ3
GO_Molecular_Function_2018	cyclic nucleotide binding (GO:0030551)	1/22	0.08038790398919778	0.18597201669142757	0.10973201169395119	0.2577039668570064	-1.7511108630609251	4.414360598836413	PDE5A
GO_Molecular_Function_2018	syntaxin binding (GO:0019905)	2/78	0.03553974584059478	0.15736360722362575	0.061352502933319834	0.2345608649111514	-1.2913522460678502	4.309376239091166	SYT1;SYT11
GO_Molecular_Function_2018	5'-3' RNA polymerase activity (GO:0034062)	1/31	0.11140451194468974	0.20804457049911948	0.14937049928648477	0.2930687011317104	-1.9494936558050158	4.278334311103915	POLR1B
GO_Molecular_Function_2018	fibroblast growth factor binding (GO:0017134)	1/23	0.08388627816763769	0.19121136935270366	0.11422440279642515	0.2642504840812822	-1.6903747005949534	4.189244174507877	SCN5A
GO_Molecular_Function_2018	phosphatidylinositol bisphosphate kinase activity (GO:0052813)	2/72	0.030692034227476007	0.15736360722362575	0.0534450380363275	0.2345608649111514	-1.157902614730398	4.0338456997919705	CD86;CD80
GO_Molecular_Function_2018	lipoprotein particle receptor binding (GO:0070325)	1/26	0.0943027910885239	0.19676730741493173	0.1275683286825013	0.2764283580265155	-1.6999767095513787	4.014060641635582	SYT1
GO_Molecular_Function_2018	RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979)	1/28	0.10118210935674771	0.20106701218328063	0.1363543189884403	0.2817989259094431	-1.7266970229169931	3.9555750784250687	SOX3
GO_Molecular_Function_2018	death receptor activity (GO:0005035)	1/25	0.09084367314872144	0.19676730741493173	0.12314245297959645	0.2764283580265155	-1.6144626554078243	3.872474547553345	CD40
GO_Molecular_Function_2018	RNA polymerase II carboxy-terminal domain kinase activity (GO:0008353)	1/16	0.05911909757428568	0.16076245831603997	0.08230363493012995	0.24499022859002373	-1.36764804253081	3.867983926372583	MNAT1
GO_Molecular_Function_2018	SH2 domain binding (GO:0042169)	1/27	0.09774892045774031	0.19676730741493173	0.13197224834814283	0.2764283580265155	-1.6631469178478058	3.867403881235109	LAT2
GO_Molecular_Function_2018	integrin binding (GO:0005178)	2/95	0.05071941767516017	0.16043897427856776	0.08568817767624597	0.24499022859002373	-1.2725827707508177	3.794137384296973	ADAM10;CALR
GO_Molecular_Function_2018	kinesin binding (GO:0019894)	1/29	0.10460240575828388	0.205232568259924	0.14071464711067921	0.2869838197652012	-1.5894587803013025	3.5883442260520817	MAPK8IP2
GO_Molecular_Function_2018	RNA polymerase II transcription corepressor activity (GO:0001106)	1/27	0.09774892045774031	0.19676730741493173	0.13197224834814283	0.2764283580265155	-1.541289461934369	3.584042265433355	SOX3
GO_Molecular_Function_2018	calcium ion binding (GO:0005509)	3/285	0.0945178773064917	0.19676730741493173	0.17669865069734364	0.3112305779328213	-1.4950852926689655	3.5268557978995263	SYT1;SYT11;CALR
GO_Molecular_Function_2018	hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)	1/33	0.1181556190937219	0.21546024658266946	0.1579406467790153	0.3022321018610785	-1.6499968752663168	3.5239853102134493	HYAL2
GO_Molecular_Function_2018	metallopeptidase activity (GO:0008237)	2/103	0.058534498239362645	0.16076245831603997	0.09799826862953785	0.2574530786030232	-1.240668146332306	3.5211886336323333	MME;ADAM10
GO_Molecular_Function_2018	Hsp90 protein binding (GO:0051879)	1/31	0.11140451194468974	0.20804457049911948	0.14937049928648477	0.2930687011317104	-1.6013372826463823	3.514274703893242	NPAS2
GO_Molecular_Function_2018	DNA-directed 5'-3' RNA polymerase activity (GO:0003899)	1/37	0.13150634274289627	0.226483145834988	0.17482715511022856	0.3112305779328213	-1.7295148758518928	3.508667165448617	POLR1B
GO_Molecular_Function_2018	receptor tyrosine kinase binding (GO:0030971)	1/40	0.1413882992350271	0.23564716539171188	0.18727320553428362	0.3189818336023512	-1.7929993473528032	3.507546507329677	HYAL2
GO_Molecular_Function_2018	core promoter binding (GO:0001047)	2/98	0.0536028222804897	0.16076245831603997	0.09024607397677663	0.24540599063860313	-1.14187690001305	3.3413071535483376	MYOD1;NPAS2
GO_Molecular_Function_2018	protein tyrosine kinase binding (GO:1990782)	1/49	0.17037321427569893	0.2523597673211032	0.22351486493627112	0.34226757031354155	-1.8447982448775464	3.2648572815203374	HYAL2
GO_Molecular_Function_2018	cation transmembrane transporter activity (GO:0008324)	2/98	0.0536028222804897	0.16076245831603997	0.09024607397677663	0.24540599063860313	-1.0881360717818782	3.1840532378203164	CACNA1I;SCN5A
GO_Molecular_Function_2018	protein serine/threonine kinase activator activity (GO:0043539)	1/32	0.11478641674654776	0.21180826899660601	0.15366623382291328	0.2977283280318946	-1.4694089034170412	3.180803184780612	DBF4
GO_Molecular_Function_2018	voltage-gated calcium channel activity (GO:0005245)	1/38	0.13481273546041	0.22962608787212688	0.17899651001732533	0.3117354949739937	-1.5421519536897563	3.0902698891615694	CACNA1I
GO_Molecular_Function_2018	copper ion binding (GO:0005507)	1/42	0.14791454028849438	0.23930732673855326	0.19546788642363336	0.325310406634802	-1.6111908599775462	3.079180047027905	TYR
GO_Molecular_Function_2018	E-box binding (GO:0070888)	1/35	0.12485610450888439	0.22244478389513878	0.16642592342319792	0.3112305779328213	-1.4139535151959168	2.9418623073764287	MYOD1
GO_Molecular_Function_2018	androgen receptor binding (GO:0050681)	1/43	0.15115927898510984	0.23930732673855326	0.19953472123303045	0.325310406634802	-1.5158385517690751	2.8640574506074703	CALR
GO_Molecular_Function_2018	steroid hydroxylase activity (GO:0008395)	1/36	0.12818748122203416	0.22324786055522775	0.17063699358102205	0.3112305779328213	-1.3617117844676196	2.7973119426466537	CYP3A5
GO_Molecular_Function_2018	cation channel activity (GO:0005261)	2/147	0.1076688603809714	0.20750106996193346	0.1726677660586392	0.3112305779328213	-1.232885094033833	2.7477246838544853	CACNA1I;SCN5A
GO_Molecular_Function_2018	neuropeptide receptor activity (GO:0008188)	1/36	0.12818748122203416	0.22324786055522775	0.17063699358102205	0.3112305779328213	-1.3258400161677837	2.7236219540502664	GAL
GO_Molecular_Function_2018	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	2/160	0.12376455336554922	0.22244478389513878	0.196249331654275	0.325310406634802	-1.2624957877687548	2.6378262294586565	GFI1;NFATC3
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	3/285	0.0945178773064917	0.19676730741493173	0.17669865069734364	0.3112305779328213	-1.1143334891805872	2.6286751306972724	MYOD1;CRX;NFATC3
GO_Molecular_Function_2018	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	1/44	0.1543918237022924	0.23930732673855326	0.20358135124887622	0.325310406634802	-1.3717146843286336	2.5627218682668893	NDUFS4
GO_Molecular_Function_2018	transition metal ion binding (GO:0046914)	4/400	0.06589620545084916	0.17311714991324775	0.1454891153725688	0.2928676997759505	-0.9233970737004752	2.5113394004244998	MME;CALR;MNAT1;TYR
GO_Molecular_Function_2018	exopeptidase activity (GO:0008238)	1/46	0.1608205118635117	0.2443841111651401	0.21161439094285597	0.3313154605670977	-1.3692461225773649	2.5022512399379853	MME
GO_Molecular_Function_2018	NADH dehydrogenase (quinone) activity (GO:0050136)	1/44	0.1543918237022924	0.23930732673855326	0.20358135124887622	0.325310406634802	-1.3264870911104452	2.4782248926833264	NDUFS4
GO_Molecular_Function_2018	hydro-lyase activity (GO:0016836)	1/46	0.1608205118635117	0.2443841111651401	0.21161439094285597	0.3313154605670977	-1.3491722330556175	2.4655668819413235	CBS
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	2/176	0.14430648648972538	0.23795218516922814	0.2257895890388643	0.34226757031354155	-1.2674308528509182	2.4535127499431426	CRX;NFATC3
GO_Molecular_Function_2018	transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	1/48	0.16720096452884856	0.2516131019608886	0.2195677888754902	0.34033007275700994	-1.3191758833801157	2.359423647677493	SOX3
GO_Molecular_Function_2018	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	1/61	0.20752258496799605	0.27970435365251634	0.2693764921180732	0.3694987281265606	-1.468898993460081	2.3098658505507856	SYT1
GO_Molecular_Function_2018	methylated histone binding (GO:0035064)	1/56	0.19224752390490013	0.26845374959693274	0.2506003695149819	0.35965793772983495	-1.3982150730927543	2.3056168766434952	CBX5
GO_Molecular_Function_2018	chloride transmembrane transporter activity (GO:0015108)	1/57	0.19532560194361784	0.2703166812612569	0.2543931425105163	0.361751716414037	-1.3988652656659106	2.2844691827927592	CLIC5
GO_Molecular_Function_2018	repressing transcription factor binding (GO:0070491)	1/54	0.18605646788837604	0.26457571121741524	0.24295785380072418	0.35526855980294547	-1.3217954157116354	2.222870039608201	CBX5
GO_Molecular_Function_2018	ribosome binding (GO:0043022)	1/39	0.1381067056128017	0.23267977576069843	0.18314515981719565	0.3154166641296147	-1.064653529867225	2.107725109811065	C1QBP
GO_Molecular_Function_2018	amyloid-beta binding (GO:0001540)	1/50	0.17353353884996808	0.2537518728466516	0.22744232091803096	0.34226757031354155	-1.187317865262952	2.07944997612063	MAPK8IP2
GO_Molecular_Function_2018	methylation-dependent protein binding (GO:0140034)	1/53	0.1829434031979893	0.2625576619971142	0.2391079244285958	0.3529688408231654	-1.2189967896870573	2.0705616728486715	CBX5
GO_Molecular_Function_2018	chloride channel activity (GO:0005254)	1/62	0.21054321206620388	0.28132929198501383	0.2730758516623855	0.37128734217254183	-1.2749230779313043	1.9864122145054364	CLIC5
GO_Molecular_Function_2018	protein kinase activator activity (GO:0030295)	1/56	0.19224752390490013	0.26845374959693274	0.2506003695149819	0.35965793772983495	-1.164779547183438	1.9206883356042548	DBF4
GO_Molecular_Function_2018	zinc ion binding (GO:0008270)	3/303	0.10843604301236523	0.20750106996193346	0.19960309493220574	0.325310406634802	-0.8574818287987555	1.9049771249024343	MME;CALR;MNAT1
GO_Molecular_Function_2018	anion channel activity (GO:0005253)	1/67	0.22547675006329995	0.29617708694755496	0.2912982992413862	0.38590800326850305	-1.2532235877170237	1.8667244437488804	CLIC5
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)	1/65	0.21953708643344144	0.2908397298904568	0.2840638323278199	0.3795680518173456	-1.1954176315534988	1.8125329791464784	MYOD1
GO_Molecular_Function_2018	endopeptidase activity (GO:0004175)	3/355	0.1526237227425003	0.23930732673855326	0.26913336109398167	0.3694987281265606	-0.9241114254355376	1.7371259121051514	MME;ADAM10;CTSG
GO_Molecular_Function_2018	kinase inhibitor activity (GO:0019210)	1/60	0.20449055298581853	0.27970435365251634	0.2656586325497275	0.3694987281265606	-1.0897762740099597	1.7297294098695604	SOCS3
GO_Molecular_Function_2018	mRNA binding (GO:0003729)	2/180	0.14955045576025125	0.23930732673855326	0.23323524778448623	0.3476102250634171	-0.8913421775845302	1.6936583876793971	C1QBP;CALR
GO_Molecular_Function_2018	ligand-gated cation channel activity (GO:0099094)	1/61	0.20752258496799605	0.27970435365251634	0.2693764921180732	0.3694987281265606	-1.0323225102105544	1.6233427374562543	KCNJ3
GO_Molecular_Function_2018	DNA-dependent ATPase activity (GO:0008094)	1/73	0.2430293824043471	0.3087668383006046	0.31257336413715725	0.400403896208755	-1.1438420620524967	1.6180480145520366	MNAT1
GO_Molecular_Function_2018	hormone activity (GO:0005179)	1/84	0.2741956183130767	0.333517752178626	0.34995978945136386	0.4351463576678555	-1.2242008707845988	1.5840100234740022	GAL
GO_Molecular_Function_2018	transcription regulatory region DNA binding (GO:0044212)	3/375	0.17095339076590868	0.2523597673211032	0.2967028107149461	0.3864616442085431	-0.8957664582211986	1.5822499182478795	GFI1;MYOD1;NPAS2
GO_Molecular_Function_2018	steroid hormone receptor binding (GO:0035258)	1/77	0.2545124483377297	0.313090710256731	0.32640672354889255	0.4113255459355963	-1.0963855719869984	1.5003000811109397	CALR
GO_Molecular_Function_2018	heme binding (GO:0020037)	1/73	0.2430293824043471	0.3087668383006046	0.31257336413715725	0.400403896208755	-1.0393157793464407	1.4701879648021992	CBS
GO_Molecular_Function_2018	voltage-gated potassium channel activity (GO:0005249)	1/86	0.2797245663433637	0.333517752178626	0.35653927370204913	0.4351463576678555	-1.1127873241955892	1.4176352465056048	KCNJ3
GO_Molecular_Function_2018	core promoter sequence-specific DNA binding (GO:0001046)	1/74	0.2459164083915804	0.30989466098125984	0.3160576554081633	0.4015486605595514	-1.009528150314981	1.4161293465583318	SOX3
GO_Molecular_Function_2018	transcription corepressor activity (GO:0003714)	2/204	0.18174464007100438	0.2625576619971142	0.2781377751585935	0.3748813491268002	-0.8301284440592509	1.4154957192761102	SOX3;C1QBP
GO_Molecular_Function_2018	protein kinase inhibitor activity (GO:0004860)	1/68	0.22842983123009372	0.29753465412323116	0.294888542808642	0.3864616442085431	-0.9571206915881321	1.4132137778261082	SOCS3
GO_Molecular_Function_2018	motor activity (GO:0003774)	1/86	0.2797245663433637	0.333517752178626	0.35653927370204913	0.4351463576678555	-1.0914027414047267	1.39039236043296	KLC1
GO_Molecular_Function_2018	calcium channel activity (GO:0005262)	1/94	0.30142775331799326	0.35128798319014276	0.3822089940989337	0.4557107237333441	-1.1239568033308995	1.3478770027046452	CACNA1I
GO_Molecular_Function_2018	RNA polymerase II transcription cofactor activity (GO:0001104)	1/85	0.2769653076771513	0.333517752178626	0.35325775413202404	0.4351463576678555	-1.0488423592001792	1.3465699226476002	SOX3
GO_Molecular_Function_2018	phosphatidylinositol bisphosphate binding (GO:1902936)	1/88	0.2852119466069428	0.3374645169776802	0.36305329944479037	0.439634854796426	-0.9908633007492751	1.2430605061570033	SYT1
GO_Molecular_Function_2018	ATPase activity, coupled (GO:0042623)	1/95	0.3040948632922091	0.3517515209723317	0.3853460872889764	0.4559438437388653	-1.0326827848018247	1.2293216720436844	MNAT1
GO_Molecular_Function_2018	kinase activity (GO:0016301)	2/281	0.2893732875617736	0.33979439069753703	0.41899525268070303	0.47753135415815345	-0.9408807881162478	1.166727716093071	COASY;MAP3K12
GO_Molecular_Function_2018	voltage-gated cation channel activity (GO:0022843)	1/101	0.31988778855220085	0.36191684106270877	0.4038425314865871	0.4636710546697853	-1.0025852681817975	1.1427316553673057	CACNA1I
GO_Molecular_Function_2018	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	2/255	0.25272883932558005	0.313090710256731	0.3725606231584923	0.4476503611594289	-0.819227586900914	1.1267968735614813	COASY;MAP3K12
GO_Molecular_Function_2018	phosphatidylinositol binding (GO:0035091)	1/101	0.31988778855220085	0.36191684106270877	0.4038425314865871	0.4636710546697853	-0.9372289379644508	1.0682394901737728	SYT1
